"","job","education","age","day_of_week","euribor3m","marital","nr.employed","month"
"34116","admin.","university.degree",35,"wed",1.281,"married",5099.1,"may"
"34119","admin.","high.school",27,"wed",1.281,"married",5099.1,"may"
"34126","services","high.school",55,"wed",1.281,"single",5099.1,"may"
"34129","management","university.degree",32,"wed",1.281,"married",5099.1,"may"
"34134","technician","high.school",30,"wed",1.281,"single",5099.1,"may"
"34142","blue-collar","basic.6y",33,"wed",1.281,"married",5099.1,"may"
"34144","blue-collar","basic.9y",38,"wed",1.281,"divorced",5099.1,"may"
"34146","blue-collar","high.school",49,"wed",1.281,"married",5099.1,"may"
"34152","blue-collar","basic.4y",56,"wed",1.281,"married",5099.1,"may"
"34158","admin.","university.degree",32,"wed",1.281,"single",5099.1,"may"
"34175","admin.","university.degree",36,"wed",1.281,"married",5099.1,"may"
"34186","technician","high.school",33,"wed",1.281,"single",5099.1,"may"
"34187","management","university.degree",34,"wed",1.281,"single",5099.1,"may"
"34190","student","high.school",21,"wed",1.281,"single",5099.1,"may"
"34201","entrepreneur","basic.4y",49,"wed",1.281,"married",5099.1,"may"
"34203","blue-collar","basic.4y",51,"wed",1.281,"married",5099.1,"may"
"34204","services","high.school",36,"wed",1.281,"divorced",5099.1,"may"
"34206","admin.","high.school",29,"wed",1.281,"single",5099.1,"may"
"34217","admin.","university.degree",35,"wed",1.281,"single",5099.1,"may"
"34223","blue-collar","basic.9y",46,"wed",1.281,"divorced",5099.1,"may"
"34225","admin.","high.school",27,"wed",1.281,"single",5099.1,"may"
"34230","blue-collar","basic.9y",31,"wed",1.281,"single",5099.1,"may"
"34231","blue-collar","basic.9y",29,"wed",1.281,"married",5099.1,"may"
"34233","admin.","professional.course",27,"thu",1.266,"married",5099.1,"may"
"34239","technician","professional.course",35,"thu",1.266,"single",5099.1,"may"
"34240","housemaid","basic.4y",23,"thu",1.266,"single",5099.1,"may"
"34251","technician","basic.9y",31,"thu",1.266,"single",5099.1,"may"
"34256","blue-collar","basic.4y",38,"thu",1.266,"married",5099.1,"may"
"34261","student","high.school",28,"thu",1.266,"single",5099.1,"may"
"34265","services","high.school",38,"thu",1.266,"married",5099.1,"may"
"34276","blue-collar","basic.4y",43,"thu",1.266,"married",5099.1,"may"
"34277","admin.","professional.course",33,"thu",1.266,"married",5099.1,"may"
"34278","blue-collar","basic.9y",34,"thu",1.266,"divorced",5099.1,"may"
"34282","management","university.degree",48,"thu",1.266,"divorced",5099.1,"may"
"34292","blue-collar","basic.9y",29,"thu",1.266,"married",5099.1,"may"
"34294","services","high.school",39,"thu",1.266,"divorced",5099.1,"may"
"34295","technician","professional.course",40,"thu",1.266,"married",5099.1,"may"
"34312","admin.","high.school",23,"thu",1.266,"single",5099.1,"may"
"34323","services","high.school",25,"thu",1.266,"single",5099.1,"may"
"34326","self-employed","basic.9y",50,"thu",1.266,"married",5099.1,"may"
"34329","management","university.degree",26,"thu",1.266,"single",5099.1,"may"
"34330","admin.","high.school",26,"thu",1.266,"single",5099.1,"may"
"34334","admin.","basic.9y",44,"thu",1.266,"married",5099.1,"may"
"34357","technician","professional.course",30,"thu",1.266,"married",5099.1,"may"
"34365","self-employed","professional.course",32,"thu",1.266,"single",5099.1,"may"
"34369","blue-collar","basic.4y",32,"thu",1.266,"married",5099.1,"may"
"34392","admin.","university.degree",35,"thu",1.266,"married",5099.1,"may"
"34393","blue-collar","basic.9y",29,"thu",1.266,"married",5099.1,"may"
"34403","technician","basic.4y",39,"thu",1.266,"single",5099.1,"may"
"34405","blue-collar","basic.4y",36,"thu",1.266,"single",5099.1,"may"
"34420","technician","university.degree",32,"thu",1.266,"single",5099.1,"may"
"34422","entrepreneur","university.degree",31,"thu",1.266,"single",5099.1,"may"
"34426","management","professional.course",33,"thu",1.266,"married",5099.1,"may"
"34428","admin.","high.school",23,"thu",1.266,"single",5099.1,"may"
"34431","entrepreneur","university.degree",31,"thu",1.266,"single",5099.1,"may"
"34445","services","high.school",24,"thu",1.266,"single",5099.1,"may"
"34448","entrepreneur","university.degree",52,"thu",1.266,"single",5099.1,"may"
"34449","blue-collar","basic.6y",38,"thu",1.266,"married",5099.1,"may"
"34451","services","high.school",24,"thu",1.266,"single",5099.1,"may"
"34460","services","high.school",42,"thu",1.266,"divorced",5099.1,"may"
"34461","blue-collar","basic.6y",35,"thu",1.266,"married",5099.1,"may"
"34463","blue-collar","basic.6y",35,"thu",1.266,"married",5099.1,"may"
"34464","blue-collar","basic.9y",31,"thu",1.266,"single",5099.1,"may"
"34465","blue-collar","basic.6y",38,"thu",1.266,"married",5099.1,"may"
"34468","blue-collar","basic.9y",31,"thu",1.266,"married",5099.1,"may"
"34469","self-employed","university.degree",24,"thu",1.266,"single",5099.1,"may"
"34473","technician","high.school",27,"thu",1.266,"single",5099.1,"may"
"34477","blue-collar","basic.4y",40,"thu",1.266,"married",5099.1,"may"
"34484","blue-collar","basic.9y",28,"thu",1.266,"single",5099.1,"may"
"34490","admin.","high.school",24,"thu",1.266,"single",5099.1,"may"
"34491","blue-collar","basic.9y",29,"thu",1.266,"married",5099.1,"may"
"34495","blue-collar","basic.9y",26,"thu",1.266,"married",5099.1,"may"
"34496","admin.","high.school",33,"thu",1.266,"single",5099.1,"may"
"34498","admin.","basic.6y",30,"thu",1.266,"married",5099.1,"may"
"34508","technician","professional.course",30,"thu",1.266,"single",5099.1,"may"
"34512","admin.","high.school",33,"thu",1.266,"single",5099.1,"may"
"34513","blue-collar","basic.9y",46,"thu",1.266,"married",5099.1,"may"
"34514","blue-collar","basic.9y",28,"thu",1.266,"married",5099.1,"may"
"34517","blue-collar","basic.9y",28,"thu",1.266,"single",5099.1,"may"
"34528","technician","university.degree",28,"thu",1.266,"married",5099.1,"may"
"34530","admin.","high.school",33,"thu",1.266,"single",5099.1,"may"
"34531","admin.","unknown",45,"thu",1.266,"married",5099.1,"may"
"34534","blue-collar","basic.9y",26,"thu",1.266,"single",5099.1,"may"
"34536","services","professional.course",28,"thu",1.266,"single",5099.1,"may"
"34549","blue-collar","basic.6y",52,"thu",1.266,"divorced",5099.1,"may"
"34552","technician","professional.course",35,"thu",1.266,"married",5099.1,"may"
"34559","admin.","high.school",23,"thu",1.266,"single",5099.1,"may"
"34561","student","high.school",28,"thu",1.266,"single",5099.1,"may"
"34576","admin.","high.school",39,"thu",1.266,"married",5099.1,"may"
"34581","management","basic.9y",28,"thu",1.266,"single",5099.1,"may"
"34588","blue-collar","basic.4y",38,"thu",1.266,"married",5099.1,"may"
"34592","blue-collar","basic.9y",40,"thu",1.266,"married",5099.1,"may"
"34597","technician","high.school",23,"thu",1.266,"single",5099.1,"may"
"34609","management","high.school",32,"thu",1.266,"married",5099.1,"may"
"34610","technician","university.degree",31,"thu",1.266,"married",5099.1,"may"
"34612","blue-collar","basic.9y",33,"thu",1.266,"married",5099.1,"may"
"34614","admin.","basic.9y",29,"thu",1.266,"single",5099.1,"may"
"34621","blue-collar","basic.4y",51,"thu",1.266,"married",5099.1,"may"
"34622","student","university.degree",28,"thu",1.266,"single",5099.1,"may"
"34623","services","high.school",24,"thu",1.266,"married",5099.1,"may"
"34626","services","high.school",49,"thu",1.266,"married",5099.1,"may"
"34648","blue-collar","basic.6y",36,"thu",1.266,"single",5099.1,"may"
"34650","technician","university.degree",30,"thu",1.266,"married",5099.1,"may"
"34653","admin.","high.school",25,"thu",1.266,"single",5099.1,"may"
"34655","blue-collar","professional.course",26,"thu",1.266,"married",5099.1,"may"
"34661","technician","professional.course",41,"thu",1.266,"married",5099.1,"may"
"34674","unemployed","basic.9y",34,"thu",1.266,"married",5099.1,"may"
"34677","admin.","university.degree",26,"thu",1.266,"single",5099.1,"may"
"34679","blue-collar","basic.6y",29,"thu",1.266,"married",5099.1,"may"
"34695","entrepreneur","university.degree",31,"thu",1.266,"married",5099.1,"may"
"34700","entrepreneur","university.degree",44,"thu",1.266,"married",5099.1,"may"
"34702","blue-collar","basic.6y",34,"thu",1.266,"married",5099.1,"may"
"34710","services","university.degree",32,"thu",1.266,"single",5099.1,"may"
"34713","admin.","high.school",39,"thu",1.266,"married",5099.1,"may"
"34717","blue-collar","basic.9y",28,"thu",1.266,"single",5099.1,"may"
"34719","admin.","high.school",29,"thu",1.266,"single",5099.1,"may"
"34721","blue-collar","professional.course",26,"thu",1.266,"married",5099.1,"may"
"34722","student","high.school",25,"thu",1.266,"single",5099.1,"may"
"34727","blue-collar","basic.4y",34,"thu",1.266,"single",5099.1,"may"
"34734","blue-collar","basic.9y",31,"thu",1.266,"married",5099.1,"may"
"34738","blue-collar","basic.9y",28,"thu",1.266,"single",5099.1,"may"
"34742","admin.","university.degree",30,"thu",1.266,"single",5099.1,"may"
"34745","blue-collar","basic.9y",37,"thu",1.266,"divorced",5099.1,"may"
"34758","blue-collar","unknown",42,"thu",1.266,"married",5099.1,"may"
"34760","retired","high.school",60,"thu",1.266,"married",5099.1,"may"
"34761","entrepreneur","basic.9y",36,"thu",1.266,"single",5099.1,"may"
"34763","services","high.school",30,"thu",1.266,"single",5099.1,"may"
"34777","technician","professional.course",26,"thu",1.266,"single",5099.1,"may"
"34781","blue-collar","basic.9y",33,"thu",1.266,"married",5099.1,"may"
"34782","blue-collar","high.school",27,"thu",1.266,"married",5099.1,"may"
"34783","technician","professional.course",44,"thu",1.266,"married",5099.1,"may"
"34786","blue-collar","high.school",34,"thu",1.266,"married",5099.1,"may"
"34801","blue-collar","high.school",20,"thu",1.266,"single",5099.1,"may"
"34803","admin.","university.degree",55,"thu",1.266,"divorced",5099.1,"may"
"34804","student","unknown",30,"thu",1.266,"single",5099.1,"may"
"34808","services","high.school",24,"thu",1.266,"married",5099.1,"may"
"34811","admin.","university.degree",34,"thu",1.266,"single",5099.1,"may"
"34815","blue-collar","basic.9y",40,"thu",1.266,"married",5099.1,"may"
"34820","entrepreneur","professional.course",58,"thu",1.266,"divorced",5099.1,"may"
"34828","student","university.degree",28,"thu",1.266,"single",5099.1,"may"
"34830","housemaid","unknown",26,"fri",1.25,"single",5099.1,"may"
"34840","blue-collar","high.school",26,"fri",1.25,"single",5099.1,"may"
"34843","blue-collar","professional.course",34,"fri",1.25,"married",5099.1,"may"
"34846","admin.","university.degree",34,"fri",1.25,"single",5099.1,"may"
"34849","blue-collar","basic.9y",24,"fri",1.25,"married",5099.1,"may"
"34850","services","high.school",28,"fri",1.25,"single",5099.1,"may"
"34860","management","professional.course",32,"fri",1.25,"single",5099.1,"may"
"34864","blue-collar","basic.9y",28,"fri",1.25,"married",5099.1,"may"
"34865","blue-collar","basic.9y",28,"fri",1.25,"married",5099.1,"may"
"34866","admin.","high.school",31,"fri",1.25,"single",5099.1,"may"
"34869","blue-collar","basic.6y",28,"fri",1.25,"single",5099.1,"may"
"34872","blue-collar","unknown",29,"fri",1.25,"single",5099.1,"may"
"34881","blue-collar","unknown",39,"fri",1.25,"single",5099.1,"may"
"34887","services","university.degree",53,"fri",1.25,"married",5099.1,"may"
"34893","admin.","high.school",28,"fri",1.25,"married",5099.1,"may"
"34894","services","high.school",33,"fri",1.25,"married",5099.1,"may"
"34900","management","university.degree",54,"fri",1.25,"married",5099.1,"may"
"34915","admin.","university.degree",30,"fri",1.25,"single",5099.1,"may"
"34917","admin.","university.degree",45,"fri",1.25,"married",5099.1,"may"
"34919","blue-collar","high.school",29,"fri",1.25,"divorced",5099.1,"may"
"34923","admin.","high.school",27,"fri",1.25,"married",5099.1,"may"
"34938","blue-collar","unknown",29,"fri",1.25,"divorced",5099.1,"may"
"34940","services","high.school",45,"fri",1.25,"married",5099.1,"may"
"34941","blue-collar","basic.9y",24,"fri",1.25,"single",5099.1,"may"
"34954","self-employed","professional.course",42,"fri",1.25,"married",5099.1,"may"
"34959","technician","professional.course",34,"fri",1.25,"divorced",5099.1,"may"
"34970","services","high.school",35,"fri",1.25,"single",5099.1,"may"
"34983","services","basic.6y",53,"fri",1.25,"married",5099.1,"may"
"34985","unemployed","university.degree",37,"fri",1.25,"married",5099.1,"may"
"34990","blue-collar","basic.6y",29,"fri",1.25,"married",5099.1,"may"
"34994","blue-collar","basic.4y",38,"fri",1.25,"married",5099.1,"may"
"34996","services","high.school",30,"fri",1.25,"single",5099.1,"may"
"34999","services","high.school",30,"fri",1.25,"single",5099.1,"may"
"35005","services","basic.6y",54,"fri",1.25,"single",5099.1,"may"
"35007","housemaid","high.school",34,"fri",1.25,"married",5099.1,"may"
"35010","blue-collar","high.school",45,"fri",1.25,"single",5099.1,"may"
"35011","blue-collar","university.degree",31,"fri",1.25,"married",5099.1,"may"
"35020","self-employed","university.degree",26,"fri",1.25,"single",5099.1,"may"
"35031","blue-collar","basic.6y",37,"fri",1.25,"single",5099.1,"may"
"35043","housemaid","high.school",55,"fri",1.25,"married",5099.1,"may"
"35046","admin.","university.degree",39,"fri",1.25,"married",5099.1,"may"
"35051","admin.","basic.9y",44,"fri",1.25,"married",5099.1,"may"
"35055","blue-collar","basic.9y",48,"fri",1.25,"married",5099.1,"may"
"35059","blue-collar","basic.9y",48,"fri",1.25,"married",5099.1,"may"
"35061","retired","basic.4y",59,"fri",1.25,"divorced",5099.1,"may"
"35068","services","university.degree",53,"fri",1.25,"married",5099.1,"may"
"35070","blue-collar","basic.6y",25,"fri",1.25,"single",5099.1,"may"
"35074","blue-collar","basic.6y",32,"fri",1.25,"single",5099.1,"may"
"35085","technician","basic.9y",30,"fri",1.25,"married",5099.1,"may"
"35086","services","high.school",47,"fri",1.25,"married",5099.1,"may"
"35090","technician","professional.course",31,"fri",1.25,"married",5099.1,"may"
"35096","services","high.school",34,"fri",1.25,"divorced",5099.1,"may"
"35097","services","basic.9y",29,"fri",1.25,"single",5099.1,"may"
"35100","services","high.school",26,"fri",1.25,"married",5099.1,"may"
"35104","unemployed","university.degree",37,"fri",1.25,"married",5099.1,"may"
"35112","management","university.degree",36,"fri",1.25,"married",5099.1,"may"
"35115","admin.","university.degree",31,"fri",1.25,"single",5099.1,"may"
"35129","admin.","high.school",34,"fri",1.25,"single",5099.1,"may"
"35135","admin.","high.school",35,"fri",1.25,"married",5099.1,"may"
"35137","technician","professional.course",37,"fri",1.25,"single",5099.1,"may"
"35158","technician","high.school",39,"fri",1.25,"divorced",5099.1,"may"
"35160","services","high.school",27,"fri",1.25,"single",5099.1,"may"
"35166","services","high.school",47,"fri",1.25,"divorced",5099.1,"may"
"35176","blue-collar","basic.9y",57,"fri",1.25,"married",5099.1,"may"
"35184","admin.","high.school",48,"fri",1.25,"married",5099.1,"may"
"35193","entrepreneur","high.school",54,"fri",1.25,"married",5099.1,"may"
"35194","admin.","high.school",60,"fri",1.25,"divorced",5099.1,"may"
"35195","admin.","high.school",60,"fri",1.25,"divorced",5099.1,"may"
"35206","admin.","high.school",29,"fri",1.25,"single",5099.1,"may"
"35207","retired","high.school",33,"fri",1.25,"married",5099.1,"may"
"35218","blue-collar","professional.course",32,"fri",1.25,"married",5099.1,"may"
"35221","technician","university.degree",32,"fri",1.25,"single",5099.1,"may"
"35228","technician","unknown",59,"fri",1.25,"married",5099.1,"may"
"35233","blue-collar","basic.4y",46,"fri",1.25,"married",5099.1,"may"
"35238","services","high.school",30,"fri",1.25,"single",5099.1,"may"
"35239","blue-collar","high.school",23,"fri",1.25,"married",5099.1,"may"
"35241","unemployed","high.school",31,"fri",1.25,"single",5099.1,"may"
"35243","admin.","basic.6y",29,"fri",1.25,"single",5099.1,"may"
"35246","blue-collar","basic.9y",29,"fri",1.25,"single",5099.1,"may"
"35258","management","university.degree",49,"fri",1.25,"married",5099.1,"may"
"35260","blue-collar","basic.9y",26,"fri",1.25,"single",5099.1,"may"
"35268","entrepreneur","basic.9y",49,"fri",1.25,"divorced",5099.1,"may"
"35269","admin.","high.school",46,"fri",1.25,"married",5099.1,"may"
